Date;Location;Product;Sales
2022.07.06;Location B;Pastry;137
2022.07.06;Location B;Bread;202
2022.07.05;Location A;Bread;252
2022.07.05;Location A;Croissant;385
2022.07.05;Location A;Pastry;293
2022.07.05;Location C;Pastry;47
2022.07.05;Location C;Bread;151
2022.07.05;Location C;Croissant;111
2022.07.05;Location B;Bread;180
2022.07.05;Location B;Croissant;195
2022.07.05;Location B;Pastry;110
2022.07.04;Location A;Croissant;329
2022.07.04;Location A;Bread;566
2022.07.04;Location A;Pastry;260
2022.07.04;Location C;Pastry;37
2022.07.04;Location C;Croissant;88
2022.07.04;Location C;Bread;212
2022.07.04;Location B;Pastry;160
2022.07.04;Location B;Bread;306
2022.07.04;Location B;Croissant;210
2022.07.03;Location A;Croissant;278
2022.07.03;Location A;Bread;437
2022.07.03;Location A;Pastry;385
2022.07.03;Location C;Croissant;128
2022.07.03;Location C;Bread;118
2022.07.03;Location C;Pastry;87
2022.07.03;Location B;Bread;450
2022.07.03;Location B;Croissant;293
2022.07.03;Location B;Pastry;321
2022.07.02;Location A;Pastry;248
2022.07.02;Location A;Bread;365
2022.07.02;Location A;Croissant;373
2022.07.02;Location C;Croissant;144
2022.07.02;Location C;Pastry;82
2022.07.02;Location C;Bread;206
2022.07.02;Location B;Bread;150
2022.07.02;Location B;Pastry;157
2022.07.02;Location B;Croissant;238
2022.07.01;Location A;Bread;454
2022.07.01;Location A;Pastry;275
2022.07.01;Location A;Croissant;231
2022.07.01;Location C;Bread;202
2022.07.01;Location C;Pastry;172
2022.07.01;Location C;Croissant;133
2022.07.01;Location B;Bread;427
2022.07.01;Location B;Croissant;167
2022.07.01;Location B;Pastry;172
2022.06.30;Location A;Bread;494
2022.06.30;Location A;Pastry;216
2022.06.30;Location A;Croissant;340
2022.06.30;Location C;Pastry;131
2022.06.30;Location C;Croissant;101
2022.06.30;Location C;Bread;179
2022.06.30;Location B;Pastry;187
2022.06.30;Location B;Croissant;147
2022.06.30;Location B;Bread;249
2022.06.29;Location A;Croissant;409
2022.06.29;Location A;Pastry;226
2022.06.29;Location A;Bread;618
2022.06.29;Location C;Bread;135
2022.06.29;Location C;Pastry;59
2022.06.29;Location C;Croissant;139
2022.06.29;Location B;Croissant;188
2022.06.29;Location B;Pastry;118
2022.06.29;Location B;Bread;246
2022.06.28;Location A;Pastry;271
2022.06.28;Location A;Bread;271
2022.06.28;Location A;Croissant;156
2022.06.28;Location C;Pastry;83
2022.06.28;Location C;Croissant;85
2022.06.28;Location C;Bread;248
2022.06.28;Location B;Bread;185
2022.06.28;Location B;Pastry;185
2022.06.28;Location B;Croissant;153
2022.06.27;Location A;Croissant;298
2022.06.27;Location A;Bread;297
2022.06.27;Location A;Pastry;196
2022.06.27;Location C;Croissant;164
2022.06.27;Location C;Pastry;92
2022.06.27;Location C;Bread;206
2022.06.27;Location B;Bread;280
2022.06.27;Location B;Croissant;217
2022.06.27;Location B;Pastry;174
2022.06.26;Location A;Croissant;285
2022.06.26;Location A;Pastry;437
2022.06.26;Location A;Bread;496
2022.06.26;Location C;Bread;160
2022.06.26;Location C;Pastry;104
2022.06.26;Location C;Croissant;158
2022.06.26;Location B;Pastry;197
2022.06.26;Location B;Bread;147
2022.06.26;Location B;Croissant;102
2022.06.25;Location A;Pastry;335
2022.06.25;Location A;Bread;499
2022.06.25;Location A;Croissant;441
2022.06.25;Location C;Croissant;130
2022.06.25;Location C;Bread;174
2022.06.25;Location C;Pastry;53
2022.06.25;Location B;Croissant;25
2022.06.25;Location B;Pastry;93
2022.06.25;Location B;Bread;234
2022.06.24;Location A;Pastry;180
2022.06.24;Location A;Croissant;477
2022.06.24;Location A;Bread;396
2022.06.24;Location C;Pastry;36
2022.06.24;Location C;Croissant;122
2022.06.24;Location C;Bread;215
2022.06.24;Location B;Bread;212
2022.06.24;Location B;Croissant;131
2022.06.24;Location B;Pastry;129
2022.06.23;Location A;Bread;474
2022.06.23;Location A;Pastry;217
2022.06.23;Location A;Croissant;372
2022.06.23;Location C;Pastry;52
2022.06.23;Location C;Croissant;96
2022.06.23;Location C;Bread;250
2022.06.23;Location B;Bread;187
2022.06.23;Location B;Pastry;130
2022.06.23;Location B;Croissant;192
2022.06.22;Location A;Croissant;370
2022.06.22;Location A;Pastry;538
2022.06.22;Location A;Bread;428
2022.06.22;Location C;Bread;139
2022.06.22;Location C;Pastry;40
2022.06.22;Location C;Croissant;142
2022.06.22;Location B;Pastry;111
2022.06.22;Location B;Croissant;215
2022.06.22;Location B;Bread;263
2022.06.21;Location A;Bread;446
2022.06.21;Location A;Croissant;419
2022.06.21;Location A;Pastry;260
2022.06.21;Location C;Bread;160
2022.06.21;Location C;Pastry;103
2022.06.21;Location C;Croissant;51
2022.06.21;Location B;Bread;208
2022.06.21;Location B;Pastry;145
2022.06.21;Location B;Croissant;159
2022.06.20;Location A;Pastry;249
2022.06.20;Location A;Croissant;354
2022.06.20;Location A;Bread;303
2022.06.20;Location C;Pastry;62
2022.06.20;Location C;Croissant;179
2022.06.20;Location C;Bread;126
2022.06.20;Location B;Pastry;170
2022.06.20;Location B;Bread;241
2022.06.20;Location B;Croissant;124
2022.06.19;Location A;Croissant;529
2022.06.19;Location A;Pastry;371
2022.06.19;Location A;Bread;597
2022.06.19;Location C;Croissant;187
2022.06.19;Location C;Pastry;138
2022.06.19;Location C;Bread;154
2022.06.19;Location B;Croissant;201
2022.06.19;Location B;Bread;281
2022.06.19;Location B;Pastry;165
2022.06.18;Location A;Bread;413
2022.06.18;Location A;Croissant;445
2022.06.18;Location A;Pastry;400
2022.06.18;Location C;Pastry;74
2022.06.18;Location C;Croissant;155
2022.06.18;Location C;Bread;245
2022.06.18;Location B;Croissant;145
2022.06.18;Location B;Pastry;109
2022.06.18;Location B;Bread;117
2022.06.17;Location A;Bread;655
2022.06.17;Location A;Croissant;427
2022.06.17;Location A;Pastry;269
2022.06.17;Location C;Bread;187
2022.06.17;Location C;Pastry;81
2022.06.17;Location C;Croissant;82
2022.06.17;Location B;Croissant;98
2022.06.17;Location B;Pastry;112
2022.06.17;Location B;Bread;107
2022.06.16;Location A;Pastry;352
2022.06.16;Location A;Croissant;404
2022.06.16;Location A;Bread;378
2022.06.16;Location C;Croissant;51
2022.06.16;Location C;Pastry;37
2022.06.16;Location C;Bread;181
2022.06.16;Location B;Croissant;113
2022.06.16;Location B;Bread;116
2022.06.16;Location B;Pastry;109
2022.06.15;Location A;Croissant;249
2022.06.15;Location A;Pastry;362
2022.06.15;Location A;Bread;629
2022.06.15;Location C;Pastry;60
2022.06.15;Location C;Croissant;51
2022.06.15;Location C;Bread;136
2022.06.15;Location B;Bread;178
2022.06.15;Location B;Pastry;73
2022.06.15;Location B;Croissant;249
2022.06.14;Location A;Pastry;257
2022.06.14;Location A;Bread;309
2022.06.14;Location A;Croissant;444
2022.06.14;Location C;Pastry;115
2022.06.14;Location C;Croissant;72
2022.06.14;Location C;Bread;205
2022.06.14;Location B;Croissant;72
2022.06.14;Location B;Pastry;104
2022.06.14;Location B;Bread;192
2022.06.13;Location A;Pastry;171
2022.06.13;Location A;Bread;255
2022.06.13;Location A;Croissant;377
2022.06.13;Location C;Bread;117
2022.06.13;Location C;Croissant;86
2022.06.13;Location C;Pastry;81
2022.06.13;Location B;Bread;149
2022.06.13;Location B;Croissant;130
2022.06.13;Location B;Pastry;189
2022.06.12;Location A;Pastry;371
2022.06.12;Location A;Croissant;548
2022.06.12;Location A;Bread;535
2022.06.12;Location C;Croissant;211
2022.06.12;Location C;Pastry;190
2022.06.12;Location C;Bread;315
2022.06.12;Location B;Croissant;111
2022.06.12;Location B;Bread;192
2022.06.12;Location B;Pastry;150
2022.06.11;Location A;Bread;552
2022.06.11;Location A;Pastry;361
2022.06.11;Location A;Croissant;291
2022.06.11;Location C;Croissant;95
2022.06.11;Location C;Pastry;55
2022.06.11;Location C;Bread;241
2022.06.11;Location B;Croissant;108
2022.06.11;Location B;Pastry;178
2022.06.11;Location B;Bread;340
2022.06.10;Location A;Bread;802
2022.06.10;Location A;Pastry;289
2022.06.10;Location A;Croissant;323
2022.06.10;Location C;Pastry;107
2022.06.10;Location C;Croissant;148
2022.06.10;Location C;Bread;102
2022.06.10;Location B;Bread;176
2022.06.10;Location B;Pastry;107
2022.06.10;Location B;Croissant;81
2022.06.09;Location A;Bread;569
2022.06.09;Location A;Pastry;288
2022.06.09;Location A;Croissant;409
2022.06.09;Location C;Pastry;117
2022.06.09;Location C;Bread;150
2022.06.09;Location C;Croissant;96
2022.06.09;Location B;Croissant;158
2022.06.09;Location B;Pastry;171
2022.06.09;Location B;Bread;161
2022.06.08;Location A;Bread;489
2022.06.08;Location A;Croissant;414
2022.06.08;Location A;Pastry;399
2022.06.08;Location C;Croissant;86
2022.06.08;Location C;Pastry;131
2022.06.08;Location C;Bread;166
2022.06.08;Location B;Pastry;149
2022.06.08;Location B;Bread;162
2022.06.08;Location B;Croissant;84
2022.06.07;Location A;Bread;350
2022.06.07;Location A;Pastry;357
2022.06.07;Location A;Croissant;449
2022.06.07;Location C;Croissant;122
2022.06.07;Location C;Pastry;121
2022.06.07;Location C;Bread;181
2022.06.07;Location B;Bread;257
2022.06.07;Location B;Pastry;152
2022.06.07;Location B;Croissant;122
2022.06.06;Location A;Pastry;270
2022.06.06;Location A;Croissant;285
2022.06.06;Location A;Bread;511
2022.06.06;Location C;Pastry;129
2022.06.06;Location C;Croissant;141
2022.06.06;Location C;Bread;229
2022.06.06;Location B;Croissant;204
2022.06.06;Location B;Pastry;150
2022.06.06;Location B;Bread;329
2022.06.05;Location A;Croissant;281
2022.06.05;Location A;Pastry;308
2022.06.05;Location A;Bread;516
2022.06.05;Location C;Croissant;146
2022.06.05;Location C;Pastry;44
2022.06.05;Location C;Bread;157
2022.06.05;Location B;Croissant;127
2022.06.05;Location B;Pastry;201
2022.06.05;Location B;Bread;212
2022.06.04;Location A;Croissant;334
2022.06.04;Location A;Pastry;320
2022.06.04;Location A;Bread;446
2022.06.04;Location C;Bread;202
2022.06.04;Location C;Pastry;73
2022.06.04;Location C;Croissant;237
2022.06.04;Location B;Bread;192
2022.06.04;Location B;Croissant;169
2022.06.03;Location A;Bread;637
2022.06.03;Location A;Croissant;315
2022.06.03;Location A;Pastry;422
2022.06.03;Location C;Croissant;61
2022.06.03;Location C;Pastry;94
2022.06.03;Location C;Bread;98
2022.06.03;Location B;Bread;156
2022.06.03;Location B;Croissant;99
2022.06.03;Location B;Pastry;151
2022.06.02;Location A;Pastry;326
2022.06.02;Location A;Croissant;439
2022.06.02;Location A;Bread;579
2022.06.02;Location C;Bread;193
2022.06.02;Location C;Croissant;168
2022.06.02;Location C;Pastry;119
2022.06.02;Location B;Bread;186
2022.06.02;Location B;Croissant;52
2022.06.02;Location B;Pastry;66
2022.06.01;Location A;Croissant;376
2022.06.01;Location A;Bread;404
2022.06.01;Location A;Pastry;192
2022.06.01;Location C;Bread;83
2022.06.01;Location C;Pastry;144
2022.06.01;Location C;Croissant;161
2022.06.01;Location B;Bread;239
2022.06.01;Location B;Pastry;41
2022.06.01;Location B;Croissant;129
2022.05.31;Location A;Pastry;270
2022.05.31;Location A;Croissant;545
2022.05.31;Location A;Bread;368
2022.05.31;Location C;Bread;130
2022.05.31;Location C;Croissant;110
2022.05.31;Location C;Pastry;150
2022.05.31;Location B;Croissant;166
2022.05.31;Location B;Pastry;89
2022.05.31;Location B;Bread;128
2022.05.30;Location A;Pastry;235
2022.05.30;Location A;Bread;345
2022.05.30;Location A;Croissant;444
2022.05.30;Location C;Bread;145
2022.05.30;Location C;Croissant;119
2022.05.30;Location C;Pastry;80
2022.05.30;Location B;Bread;273
2022.05.30;Location B;Pastry;146
2022.05.30;Location B;Croissant;169
2022.05.29;Location A;Bread;390
2022.05.29;Location A;Pastry;107
2022.05.29;Location A;Croissant;420
2022.05.29;Location C;Croissant;220
2022.05.29;Location C;Pastry;136
2022.05.29;Location C;Bread;284
2022.05.29;Location B;Bread;246
2022.05.29;Location B;Pastry;124
2022.05.29;Location B;Croissant;173
2022.05.28;Location A;Pastry;333
2022.05.28;Location A;Croissant;566
2022.05.28;Location A;Bread;339
2022.05.28;Location C;Croissant;156
2022.05.28;Location C;Bread;182
2022.05.28;Location C;Pastry;90
2022.05.28;Location B;Croissant;101
2022.05.28;Location B;Pastry;92
2022.05.28;Location B;Bread;126
2022.05.27;Location A;Bread;421
2022.05.27;Location A;Croissant;306
2022.05.27;Location A;Pastry;407
2022.05.27;Location C;Croissant;126
2022.05.27;Location C;Bread;253
2022.05.27;Location C;Pastry;47
2022.05.27;Location B;Bread;240
2022.05.27;Location B;Croissant;148
2022.05.27;Location B;Pastry;116
2022.05.26;Location A;Croissant;451
2022.05.26;Location A;Bread;414
2022.05.26;Location A;Pastry;213
2022.05.26;Location C;Pastry;123
2022.05.26;Location C;Croissant;106
2022.05.26;Location C;Bread;189
2022.05.26;Location B;Bread;156
2022.05.26;Location B;Croissant;214
2022.05.26;Location B;Pastry;74
2022.05.25;Location A;Bread;353
2022.05.25;Location A;Pastry;325
2022.05.25;Location A;Croissant;236
2022.05.25;Location C;Bread;139
2022.05.25;Location C;Pastry;101
2022.05.25;Location C;Croissant;142
2022.05.25;Location B;Croissant;74
2022.05.25;Location B;Pastry;151
2022.05.25;Location B;Bread;52
2022.05.24;Location A;Bread;514
2022.05.24;Location A;Pastry;315
2022.05.24;Location A;Croissant;313
2022.05.24;Location C;Croissant;122
2022.05.24;Location C;Pastry;144
2022.05.24;Location C;Bread;229
2022.05.24;Location B;Bread;254
2022.05.24;Location B;Croissant;77
2022.05.24;Location B;Pastry;146
2022.05.23;Location A;Bread;411
2022.05.23;Location A;Pastry;224
2022.05.23;Location A;Croissant;418
2022.05.23;Location C;Bread;59
2022.05.23;Location C;Croissant;141
2022.05.23;Location C;Pastry;193
2022.05.23;Location B;Pastry;69
2022.05.23;Location B;Bread;193
2022.05.23;Location B;Croissant;104
2022.05.22;Location A;Croissant;162
2022.05.22;Location A;Bread;363
2022.05.22;Location A;Pastry;301
2022.05.22;Location C;Bread;182
2022.05.22;Location C;Croissant;177
2022.05.22;Location C;Pastry;91
2022.05.22;Location B;Croissant;178
2022.05.22;Location B;Pastry;113
2022.05.22;Location B;Bread;276
2022.05.21;Location A;Croissant;295
2022.05.21;Location A;Pastry;296
2022.05.21;Location A;Bread;411
2022.05.21;Location C;Bread;212
2022.05.21;Location C;Pastry;74
2022.05.21;Location C;Croissant;92
2022.05.21;Location B;Bread;196
2022.05.21;Location B;Pastry;94
2022.05.21;Location B;Croissant;67
2022.05.20;Location A;Pastry;253
2022.05.20;Location A;Bread;634
2022.05.20;Location A;Croissant;421
2022.05.20;Location C;Bread;181
2022.05.20;Location C;Croissant;112
2022.05.20;Location C;Pastry;104
2022.05.20;Location B;Croissant;103
2022.05.20;Location B;Bread;114
2022.05.20;Location B;Pastry;123
2022.05.19;Location A;Croissant;393
2022.05.19;Location A;Pastry;173
2022.05.19;Location A;Bread;507
2022.05.19;Location C;Croissant;153
2022.05.19;Location C;Bread;192
2022.05.19;Location C;Pastry;86
2022.05.19;Location B;Bread;203
2022.05.19;Location B;Croissant;206
2022.05.19;Location B;Pastry;156
2022.05.18;Location A;Croissant;359
2022.05.18;Location A;Bread;387
2022.05.18;Location A;Pastry;273
2022.05.18;Location C;Pastry;158
2022.05.18;Location C;Croissant;182
2022.05.18;Location C;Bread;139
2022.05.18;Location B;Croissant;95
2022.05.18;Location B;Bread;172
2022.05.18;Location B;Pastry;125
2022.05.17;Location A;Croissant;410
2022.05.17;Location A;Bread;232
2022.05.17;Location A;Pastry;202
2022.05.17;Location C;Pastry;90
2022.05.17;Location C;Bread;164
2022.05.17;Location C;Croissant;89
2022.05.17;Location B;Croissant;153
2022.05.17;Location B;Pastry;134
2022.05.17;Location B;Bread;211
2022.05.16;Location A;Pastry;189
2022.05.16;Location A;Bread;331
2022.05.16;Location A;Croissant;294
2022.05.16;Location C;Pastry;60
2022.05.16;Location C;Croissant;61
2022.05.16;Location C;Bread;166
2022.05.16;Location B;Croissant;200
2022.05.16;Location B;Pastry;146
2022.05.16;Location B;Bread;219
2022.05.15;Location A;Croissant;363
2022.05.15;Location A;Pastry;300
2022.05.15;Location A;Bread;311
2022.05.15;Location C;Pastry;75
2022.05.15;Location C;Croissant;167
2022.05.15;Location C;Bread;289
2022.05.15;Location B;Croissant;158
2022.05.15;Location B;Bread;248
2022.05.15;Location B;Pastry;97
2022.05.14;Location A;Croissant;442
2022.05.14;Location A;Bread;356
2022.05.14;Location A;Pastry;256
2022.05.14;Location C;Croissant;122
2022.05.14;Location C;Pastry;124
2022.05.14;Location C;Bread;174
2022.05.14;Location B;Bread;107
2022.05.14;Location B;Croissant;120
2022.05.14;Location B;Pastry;72
2022.05.13;Location A;Pastry;383
2022.05.13;Location A;Croissant;347
2022.05.13;Location A;Bread;751
2022.05.13;Location C;Pastry;101
2022.05.13;Location C;Bread;192
2022.05.13;Location C;Croissant;77
2022.05.13;Location B;Croissant;137
2022.05.13;Location B;Pastry;111
2022.05.13;Location B;Bread;168
2022.05.12;Location A;Bread;434
2022.05.12;Location A;Croissant;389
2022.05.12;Location A;Pastry;296
2022.05.12;Location C;Bread;119
2022.05.12;Location C;Croissant;110
2022.05.12;Location C;Pastry;63
2022.05.12;Location B;Croissant;95
2022.05.12;Location B;Bread;133
2022.05.12;Location B;Pastry;115
2022.05.11;Location A;Pastry;357
2022.05.11;Location A;Bread;312
2022.05.11;Location A;Croissant;364
2022.05.11;Location C;Pastry;98
2022.05.11;Location C;Croissant;145
2022.05.11;Location C;Bread;236
2022.05.11;Location B;Pastry;169
2022.05.11;Location B;Croissant;65
2022.05.11;Location B;Bread;238
2022.05.10;Location A;Croissant;278
2022.05.10;Location A;Pastry;343
2022.05.10;Location A;Bread;254
2022.05.10;Location C;Croissant;42
2022.05.10;Location C;Pastry;144
2022.05.10;Location C;Bread;158
2022.05.10;Location B;Pastry;26
2022.05.10;Location B;Croissant;178
2022.05.10;Location B;Bread;149
2022.05.09;Location A;Bread;352
2022.05.09;Location A;Pastry;182
2022.05.09;Location A;Croissant;384
2022.05.09;Location C;Pastry;87
2022.05.09;Location C;Bread;104
2022.05.09;Location C;Croissant;67
2022.05.09;Location B;Croissant;71
2022.05.09;Location B;Pastry;157
2022.05.09;Location B;Bread;225
2022.05.08;Location A;Bread;223
2022.05.08;Location A;Pastry;262
2022.05.08;Location A;Croissant;370
2022.05.08;Location C;Bread;107
2022.05.08;Location C;Pastry;127
2022.05.08;Location C;Croissant;92
2022.05.08;Location B;Pastry;139
2022.05.08;Location B;Croissant;174
2022.05.08;Location B;Bread;166
2022.05.07;Location A;Pastry;390
2022.05.07;Location A;Croissant;357
2022.05.07;Location A;Bread;238
2022.05.07;Location C;Bread;243
2022.05.07;Location C;Pastry;109
2022.05.07;Location C;Croissant;149
2022.05.07;Location B;Croissant;44
2022.05.07;Location B;Bread;164
2022.05.07;Location B;Pastry;139
2022.05.06;Location A;Pastry;311
2022.05.06;Location A;Bread;536
2022.05.06;Location A;Croissant;309
2022.05.06;Location C;Croissant;102
2022.05.06;Location C;Bread;172
2022.05.06;Location C;Pastry;128
2022.05.06;Location B;Bread;271
2022.05.06;Location B;Croissant;146
2022.05.06;Location B;Pastry;180
2022.05.05;Location A;Pastry;230
2022.05.05;Location A;Croissant;382
2022.05.05;Location A;Bread;512
2022.05.05;Location C;Bread;212
2022.05.05;Location C;Croissant;149
2022.05.05;Location C;Pastry;208
2022.05.05;Location B;Croissant;24
2022.05.05;Location B;Pastry;178
2022.05.05;Location B;Bread;113
2022.05.04;Location A;Bread;279
2022.05.04;Location A;Pastry;180
2022.05.04;Location A;Croissant;321
2022.05.04;Location C;Croissant;151
2022.05.04;Location C;Pastry;111
2022.05.04;Location C;Bread;182
2022.05.04;Location B;Pastry;100
2022.05.04;Location B;Croissant;212
2022.05.04;Location B;Bread;277
2022.05.03;Location A;Croissant;218
2022.05.03;Location A;Pastry;105
2022.05.03;Location A;Bread;432
2022.05.03;Location C;Croissant;196
2022.05.03;Location C;Bread;187
2022.05.03;Location C;Pastry;84
2022.05.03;Location B;Bread;147
2022.05.03;Location B;Croissant;133
2022.05.03;Location B;Pastry;123
2022.05.02;Location A;Croissant;214
2022.05.02;Location A;Bread;367
2022.05.02;Location A;Pastry;458
2022.05.02;Location C;Pastry;124
2022.05.02;Location C;Croissant;83
2022.05.02;Location C;Bread;179
2022.05.02;Location B;Croissant;98
2022.05.02;Location B;Bread;280
2022.05.02;Location B;Pastry;116
2022.05.01;Location A;Bread;530
2022.05.01;Location A;Pastry;167
2022.05.01;Location A;Croissant;343
2022.05.01;Location C;Pastry;168
2022.05.01;Location C;Croissant;245
2022.05.01;Location C;Bread;244
2022.05.01;Location B;Croissant;175
2022.05.01;Location B;Pastry;210
2022.05.01;Location B;Bread;280
2022.04.30;Location A;Croissant;351
2022.04.30;Location A;Pastry;332
2022.04.30;Location A;Bread;644
2022.04.30;Location C;Bread;283
2022.04.30;Location C;Croissant;304
2022.04.30;Location C;Pastry;46
2022.04.30;Location B;Pastry;134
2022.04.30;Location B;Croissant;196
2022.04.30;Location B;Bread;68
2022.04.29;Location A;Pastry;195
2022.04.29;Location A;Croissant;441
2022.04.29;Location A;Bread;701
2022.04.29;Location C;Croissant;235
2022.04.29;Location C;Bread;230
2022.04.29;Location C;Pastry;119
2022.04.29;Location B;Bread;255
2022.04.29;Location B;Pastry;124
2022.04.29;Location B;Croissant;270
2022.04.28;Location A;Pastry;139
2022.04.28;Location A;Croissant;276
2022.04.28;Location A;Bread;816
2022.04.28;Location C;Bread;174
2022.04.28;Location C;Croissant;148
2022.04.28;Location C;Pastry;149
2022.04.28;Location B;Pastry;119
2022.04.28;Location B;Croissant;140
2022.04.28;Location B;Bread;99
2022.04.27;Location A;Croissant;500
2022.04.27;Location A;Pastry;113
2022.04.27;Location A;Bread;410
2022.04.27;Location C;Pastry;82
2022.04.27;Location C;Croissant;141
2022.04.27;Location C;Bread;275
2022.04.27;Location B;Croissant;433
2022.04.27;Location B;Bread;195
2022.04.27;Location B;Pastry;78
2022.04.26;Location A;Croissant;356
2022.04.26;Location A;Bread;441
2022.04.26;Location A;Pastry;213
2022.04.26;Location C;Bread;221
2022.04.26;Location C;Pastry;98
2022.04.26;Location C;Croissant;187
2022.04.26;Location B;Pastry;68
2022.04.26;Location B;Bread;241
2022.04.26;Location B;Croissant;247
2022.04.25;Location A;Croissant;300
2022.04.25;Location A;Pastry;222
2022.04.25;Location A;Bread;395
2022.04.25;Location C;Pastry;180
2022.04.25;Location C;Croissant;127
2022.04.25;Location B;Pastry;166
2022.04.25;Location B;Croissant;203
2022.04.25;Location B;Bread;91
2022.04.24;Location A;Bread;246
2022.04.24;Location A;Croissant;339
2022.04.24;Location A;Pastry;251
2022.04.24;Location C;Bread;151
2022.04.24;Location C;Croissant;153
2022.04.24;Location C;Pastry;143
2022.04.24;Location B;Croissant;208
2022.04.24;Location B;Bread;360
2022.04.24;Location B;Pastry;120
2022.04.23;Location A;Bread;729
2022.04.23;Location A;Pastry;287
2022.04.23;Location A;Croissant;222
2022.04.23;Location C;Bread;275
2022.04.23;Location C;Pastry;81
2022.04.23;Location C;Croissant;102
2022.04.23;Location B;Bread;185
2022.04.23;Location B;Pastry;77
2022.04.23;Location B;Croissant;167
2022.04.22;Location A;Croissant;650
2022.04.22;Location A;Bread;617
2022.04.22;Location A;Pastry;188
2022.04.22;Location C;Bread;281
2022.04.22;Location C;Pastry;165
2022.04.22;Location C;Croissant;189
2022.04.22;Location B;Pastry;104
2022.04.22;Location B;Bread;230
2022.04.22;Location B;Croissant;254
2022.04.21;Location A;Pastry;379
2022.04.21;Location A;Bread;410
2022.04.21;Location A;Croissant;382
2022.04.21;Location C;Bread;282
2022.04.21;Location C;Croissant;194
2022.04.21;Location C;Pastry;161
2022.04.21;Location B;Bread;127
2022.04.21;Location B;Croissant;208
2022.04.21;Location B;Pastry;193
2022.04.20;Location A;Pastry;46
2022.04.20;Location A;Bread;423
2022.04.20;Location A;Croissant;357
2022.04.20;Location C;Bread;345
2022.04.20;Location C;Pastry;237
2022.04.20;Location C;Croissant;293
2022.04.20;Location B;Pastry;117
2022.04.20;Location B;Bread;148
2022.04.20;Location B;Croissant;192
2022.04.19;Location A;Bread;449
2022.04.19;Location A;Pastry;300
2022.04.19;Location A;Croissant;516
2022.04.19;Location C;Croissant;152
2022.04.19;Location C;Bread;129
2022.04.19;Location C;Pastry;166
2022.04.19;Location B;Bread;216
2022.04.19;Location B;Pastry;156
2022.04.19;Location B;Croissant;226
2022.04.18;Location A;Pastry;235
2022.04.18;Location A;Croissant;354
2022.04.18;Location A;Bread;245
2022.04.18;Location C;Pastry;178
2022.04.18;Location C;Bread;351
2022.04.18;Location C;Croissant;321
2022.04.18;Location B;Bread;174
2022.04.18;Location B;Croissant;127
2022.04.18;Location B;Pastry;165
2022.04.17;Location A;Croissant;355
2022.04.17;Location A;Pastry;358
2022.04.17;Location A;Bread;442
2022.04.17;Location C;Pastry;114
2022.04.17;Location C;Bread;244
2022.04.17;Location C;Croissant;61
2022.04.17;Location B;Croissant;134
2022.04.17;Location B;Pastry;63
2022.04.17;Location B;Bread;134
2022.04.16;Location A;Bread;364
2022.04.16;Location A;Pastry;144
2022.04.16;Location A;Croissant;422
2022.04.16;Location C;Pastry;84
2022.04.16;Location C;Bread;195
2022.04.16;Location C;Croissant;162
2022.04.16;Location B;Pastry;121
2022.04.16;Location B;Croissant;189
2022.04.16;Location B;Bread;141
2022.04.15;Location A;Croissant;639
2022.04.15;Location A;Pastry;344
2022.04.15;Location A;Bread;638
2022.04.15;Location C;Bread;137
2022.04.15;Location C;Croissant;115
2022.04.15;Location C;Pastry;101
2022.04.15;Location B;Bread;251
2022.04.15;Location B;Pastry;102
2022.04.15;Location B;Croissant;379
2022.04.14;Location A;Croissant;320
2022.04.14;Location A;Pastry;300
2022.04.14;Location A;Bread;609
2022.04.14;Location C;Pastry;127
2022.04.14;Location C;Bread;290
2022.04.14;Location C;Croissant;191
2022.04.14;Location B;Pastry;113
2022.04.14;Location B;Croissant;100
2022.04.14;Location B;Bread;195
2022.04.13;Location A;Pastry;420
2022.04.13;Location A;Bread;340
2022.04.13;Location A;Croissant;402
2022.04.13;Location C;Bread;184
2022.04.13;Location C;Croissant;279
2022.04.13;Location C;Pastry;145
2022.04.13;Location B;Bread;220
2022.04.13;Location B;Pastry;62
2022.04.13;Location B;Croissant;313
2022.04.12;Location A;Croissant;325
2022.04.12;Location A;Pastry;142
2022.04.12;Location A;Bread;350
2022.04.12;Location C;Croissant;191
2022.04.12;Location C;Pastry;62
2022.04.12;Location C;Bread;188
2022.04.12;Location B;Pastry;143
2022.04.12;Location B;Croissant;116
2022.04.12;Location B;Bread;150
2022.04.11;Location A;Croissant;285
2022.04.11;Location A;Bread;299
2022.04.11;Location A;Pastry;205
2022.04.11;Location C;Bread;153
2022.04.11;Location C;Pastry;50
2022.04.11;Location C;Croissant;131
2022.04.11;Location B;Croissant;230
2022.04.11;Location B;Pastry;97
2022.04.11;Location B;Bread;176
2022.04.10;Location A;Bread;354
2022.04.10;Location A;Croissant;181
2022.04.10;Location C;Bread;193
2022.04.10;Location C;Croissant;127
2022.04.10;Location C;Pastry;111
2022.04.10;Location B;Bread;174
2022.04.10;Location B;Croissant;173
2022.04.10;Location B;Pastry;160
2022.04.09;Location A;Pastry;312
2022.04.09;Location A;Croissant;267
2022.04.09;Location A;Bread;742
2022.04.09;Location C;Croissant;160
2022.04.09;Location C;Bread;163
2022.04.09;Location C;Pastry;86
2022.04.09;Location B;Bread;268
2022.04.09;Location B;Croissant;188
2022.04.09;Location B;Pastry;69
